"project_geographic_district","project_building_identifier","project_school_name","project_type","project_description","project_phase_name","project_status_name","project_phase_actual_start_date","project_phase_planned_end_date","project_phase_actual_end_date","BAC","EAC","AC","perc_complete","dfs_numbers"
2,"M894","HS FOR LEADERSHIP & PUBLIC SERV-M","DOE - RESOA","FY18 RESO A WATER FOUNTAIN UPGRADES","Construction","In-Progress","2024-06-27","DOER","","DOER","98900.00","0.00","0.00","DSF0000866433"
2,"M894","HS FOR LEADERSHIP & PUBLIC SERV-M","SCA CIP","EMERGENCY GENERATOR REPLACEMENT","Construction","PNS","PNS","PNS","PNS","334636.00","334636.00","5559.00","1.66","DSF0000900446"
2,"M894","A SCHOOL WITHOUT WALLS","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","150000.00","0.00","0.00","DSF0001112916"
2,"M894","HS FOR LEADERSHIP & PUBLIC SERV-M","SCA CIP","EMERGENCY GENERATOR REPLACEMENT","CM,F&E","PNS","PNS","PNS","PNS","62023.00","62023.00","20127.00","32.45","DSF0000900446"
4,"M895","YOUNG WOMEN'S LEADERSHIP SCHOOL","Fast Track Projects","IPDVS CAMERA INSTALLATION","Construction","Complete","2024-10-31","FTK","2025-01-31","FTK","424054.00","358820.00","84.62","DSF0001085097"
4,"M895","YOUNG WOMEN'S LEADERSHIP SCHOOL","SCA Furniture & Equipment","FY22 RESO A MOBILE SCIENCE LABS","F&E","PNS","PNS","PNS","PNS","50000.00","50000.00","0.00","0.00","DSF0001033243"
2,"M896","NYC PUBLIC SCHOOL REPERTORY CO - M","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","Complete","2025-03-30","DIIR","2025-05-29","DIIR","50000.00","50000.00","100.00","DSF0001112917"
6,"M898","P.S. 18 - MANHATTAN","DIIT - RESOA","FY22 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","90000.00","0.00","0.00","DSF0001033147"
6,"M898","P.S. 18 - MANHATTAN","DIIT - RESOA","FY23 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","99000.00","0.00","0.00","DSF0001035786"
2,"M905","BALLET TECH/PUB. SCL FOR DANCE- M","SCA IEH","PO18-SAFE ACCESS ABATEMENT","Construction","Complete","2024-03-26","IEH","2025-06-27","IEH","0.00","0.00","","SCA0000072857"
2,"M905","BALLET TECH/PUB. SCL FOR DANCE- M","SCA CIP","IPDVS INSTALLATIONS","Scope","In-Progress","2025-06-25","2025-10-24","","4207.00","4207.00","0.00","0.00","DSF0001111747"
2,"M905","BALLET TECH/PUB. SCL FOR DANCE- M","SCA CIP","IPDVS INSTALLATIONS","CM,F&E","PNS","PNS","PNS","PNS","62055.00","62055.00","0.00","0.00","DSF0001111747"
2,"M905","BALLET TECH/PUB. SCL FOR DANCE- M","SCA CIP","IPDVS INSTALLATIONS","Construction","PNS","PNS","PNS","PNS","241909.00","241909.00","0.00","0.00","DSF0001111747"
2,"M905","BALLET TECH/PUB. SCL FOR DANCE- M","SCA CIP","IPDVS INSTALLATIONS","Design","PNS","PNS","PNS","PNS","16828.00","16828.00","0.00","0.00","DSF0001111747"
5,"M911","HARLEM RENAISSANCE HS - M","SCA CIP","FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY","Scope","Complete","2021-05-18","2021-10-01","2022-01-14","80048.00","192462.00","189360.00","98.39","DSF0000994755, DSF0000994757, DSF0000994758, DSF0000994759"
5,"M911","HARLEM RENAISSANCE HS - M","SCA CIP","FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY","Design","Complete","2022-02-02","2022-07-05","2022-05-09","395977.00","289377.00","277645.00","95.95","DSF0000994755, DSF0000994757, DSF0000994758, DSF0000994759"
5,"M911","HARLEM RENAISSANCE HS - M","SCA CIP","FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY","CM,F&E","In-Progress","2023-07-18","2025-07-16","","592275.00","732186.00","724747.00","98.98","DSF0000994755, DSF0000994757, DSF0000994758, DSF0000994759"
5,"M911","HARLEM RENAISSANCE HS - M","SCA CIP","FLOOD ELIMINATION / ROOFS / PARAPETS / EXTERIOR MASONRY","Construction","In-Progress","2023-07-18","2025-07-16","","8541042.00","8042081.00","4332434.00","53.87","DSF0000994755, DSF0000994757, DSF0000994758, DSF0000994759"
5,"M911","HARLEM RENAISSANCE HS - M","DOE - Skilled Trades","SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION","Construction","Complete","2025-01-21","DOES","2025-01-29","DOES","65832.00","0.00","0.00","DSF0001084986"
5,"M911","HARLEM RENAISSANCE HS - M","SCA IEH","PO18-ROOM 502 ON THE FIFTH FLOOR INSIDE CLOSET AREA SIZE: APROX. 5FT. X  5FT. AREA .THE CONTRACTORS","Construction","Complete","2025-03-03","IEH","2025-05-14","IEH","750.00","0.00","0.00","SCA0000074019"
5,"M911","HARLEM RENAISSANCE HS - M","DOE - RESOA","FY23 RESO A LIBRARY UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","128087.00","0.00","0.00","DSF0001035787"
2,"M912","BEACON HS - MANHATTAN","SCA Emergency Response","EMERGENCY STABILIZATION- SWB FACADE @ M912","Construction","In-Progress","2023-05-09","EMER","","EMER","341661.00","291278.00","85.25","SCA0000071956"
2,"M912","BEACON HS - MANHATTAN","SCA CIP","FLOOD ELIMINATION / PARAPETS","Scope","Complete","2024-08-13","2024-12-31","2025-04-28","8574.00","23429.00","9954.00","42.49","DSF0001126720, DSF0001126723"
2,"M912","BEACON HS - MANHATTAN","SCA CIP","ROOFS","Scope","Complete","2024-08-13","2024-12-31","2025-04-28","91498.00","91498.00","16582.00","18.12","DSF0001071218"
2,"M912","BEACON HS - MANHATTAN","SCA CIP","FLOOD ELIMINATION / PARAPETS","Design","In-Progress","2025-05-01","2025-10-02","","34296.00","35731.00","6879.00","19.25","DSF0001126720, DSF0001126723"
2,"M912","M035 SPED - MANHATTAN","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","50000.00","0.00","0.00","DSF0001112918"
2,"M912","BEACON HS - MANHATTAN","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","100000.00","0.00","0.00","DSF0001112919"
2,"M912","BEACON HS - MANHATTAN","DOE - RESOA","FY24 RESO A STEM LAB","Construction","PNS","PNS","PNS","PNS","DOER","180000.00","0.00","0.00","DSF0001086334"
2,"M912","BEACON HS - MANHATTAN","SCA CIP","ROOFS","CM,F&E","PNS","PNS","PNS","PNS","20391.00","20391.00","20391.00","100.00","DSF0001071218"
2,"M912","BEACON HS - MANHATTAN","SCA CIP","ROOFS","Construction","PNS","PNS","PNS","PNS","3810.00","3810.00","460.00","12.07","DSF0001071218"
2,"M912","BEACON HS - MANHATTAN","SCA CIP","FLOOD ELIMINATION / PARAPETS","Construction","PNS","PNS","PNS","PNS","493004.00","493004.00","2430.00","0.49","DSF0001126720, DSF0001126723"
2,"M912","BEACON HS - MANHATTAN","SCA CIP","ROOFS","Design","PNS","PNS","PNS","PNS","7608.00","7608.00","7608.00","100.00","DSF0001071218"
2,"M912","BEACON HS - MANHATTAN","SCA CIP","FLOOD ELIMINATION / PARAPETS","CM,F&E","PNS","PNS","PNS","PNS","126467.00","126467.00","9314.00","7.36","DSF0001126720, DSF0001126723"
5,"M916","TEACHER'S COLLEGE COMMUNITY SCHOOL- M","DOE - RESOA","FY25 RESO A HYDROPONICS LAB","Construction","PNS","PNS","PNS","PNS","DOER","88000.00","0.00","0.00","DSF0001112920"
5,"M916","TEACHER'S COLLEGE COMMUNITY SCHOOL- M","DOE - RESOA","FY23 RESO A HYDROPONICS LAB","Construction","PNS","PNS","PNS","PNS","DOER","166851.00","0.00","0.00","DSF0001035788"
5,"M916","TEACHER'S COLLEGE COMMUNITY SCHOOL- M","SCA CIP RESOA","FY19 RESO A PLAYGROUND UPGRADES","CM,F&E","PNS","PNS","PNS","PNS","16500.00","16500.00","0.00","0.00","DSF0000890677"
5,"M916","TEACHER'S COLLEGE COMMUNITY SCHOOL- M","SCA CIP RESOA","FY19 RESO A PLAYGROUND UPGRADES","Construction","PNS","PNS","PNS","PNS","242000.00","242000.00","0.00","0.00","DSF0000890677"
5,"M916","TEACHER'S COLLEGE COMMUNITY SCHOOL- M","SCA CIP RESOA","FY19 RESO A PLAYGROUND UPGRADES","Design","PNS","PNS","PNS","PNS","16500.00","16500.00","0.00","0.00","DSF0000890677"
5,"M916","TEACHER'S COLLEGE COMMUNITY SCHOOL- M","SCA CIP RESOA","FY19 RESO A PLAYGROUND UPGRADES","Scope","PNS","PNS","PNS","PNS","0.00","0.00","0.00","","DSF0000890677"
6,"M918","P.S./I.S. 278 - MANHATTAN","DIIT - RESOA","FY23 RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","280000.00","0.00","0.00","DSF0001035789"
6,"M918","P.S./I.S. 278 - MANHATTAN","DIIT - RESOA","RESO A TECHNOLOGY UPGRADE","Purch & Install","PNS","PNS","PNS","PNS","DIIR","50000.00","0.00","0.00","DSF0001085118"
2,"M920","SATELLITE ACADEMY - M","SCA CIP","IPDVS INSTALLATIONS","Scope","Complete","2022-10-13","2023-02-15","2022-10-28","4780.00","6694.00","6694.00","100.00","DSF0001034549"
2,"M920","SATELLITE ACADEMY - M","SCA CIP","IPDVS INSTALLATIONS","Design","Complete","2022-10-28","2023-04-27","2023-03-08","21510.00","26777.00","26777.00","100.00","DSF0001034549"
2,"M920","SATELLITE ACADEMY - M","SCA CIP","IPDVS INSTALLATIONS","CM,F&E","Complete","2023-09-08","2024-07-03","2024-10-18","153291.00","141258.00","95159.00","67.37","DSF0001034549"
2,"M920","SATELLITE ACADEMY - M","SCA CIP","IPDVS INSTALLATIONS","Construction","Complete","2023-09-08","2024-07-03","2024-10-18","277240.00","259350.00","214645.00","82.76","DSF0001034549"
2,"M920","SATELLITE ACADEMY - M","DOE - Skilled Trades","SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION","Construction","In-Progress","2024-07-31","DOES","","DOES","65832.00","0.00","0.00","DSF0001085494"
3,"M932","P.S. 859 - MANHATTAN","SCA CIP","IPDVS INSTALLATION","Scope","Complete","2025-04-29","2025-08-28","2025-05-13","4122.00","880.00","880.00","100.00","DSF0001111748"
3,"M932","P.S. 859 - MANHATTAN","SCA CIP","IPDVS INSTALLATION","Design","In-Progress","2025-05-13","2025-11-07","","16487.00","16487.00","3522.00","21.36","DSF0001111748"
3,"M932","P.S. 859 - MANHATTAN","SCA CIP","IPDVS INSTALLATION","CM,F&E","PNS","PNS","PNS","PNS","60796.00","60796.00","0.00","0.00","DSF0001111748"
3,"M932","P.S. 859 - MANHATTAN","SCA CIP","IPDVS INSTALLATION","Construction","PNS","PNS","PNS","PNS","237000.00","237000.00","0.00","0.00","DSF0001111748"
5,"M970","THURGOOD MARSHALL ACADEMY - MANHATTAN","SCA CIP","IPDVS INSTALLATIONS","Scope","Complete","2022-10-17","2023-02-17","2022-11-10","3672.00","2553.00","2553.00","100.00","DSF0001034596"
5,"M970","THURGOOD MARSHALL ACADEMY - MANHATTAN","SCA CIP","IPDVS INSTALLATIONS","Design","Complete","2022-11-10","2023-05-10","2023-01-18","16523.00","10212.00","10212.00","100.00","DSF0001034596"
5,"M970","THURGOOD MARSHALL ACADEMY - MANHATTAN","SCA CIP","IPDVS INSTALLATIONS","CM,F&E","In-Progress","2023-06-20","2024-06-18","","161344.00","229353.00","180793.00","78.83","DSF0001034596"
5,"M970","THURGOOD MARSHALL ACADEMY - MANHATTAN","SCA CIP","IPDVS INSTALLATIONS","Construction","In-Progress","2023-06-20","2024-06-18","","212964.00","194780.00","172571.00","88.60","DSF0001034596"
5,"M970","THURGOOD MARSHALL ACADEMY - MANHATTAN","DOE - Skilled Trades","FACILITY ENHANCEMENT","Construction","In-Progress","2024-07-11","DOES","","DOES","253000.00","0.00","0.00","DSF0001112146"
5,"M970","THURGOOD MARSHALL ACADEMY - MANHATTAN","DIIT - RESOA","RESO A TECHNOLOGY","Purch & Install","PNS","PNS","PNS","PNS","DIIR","50000.00","0.00","0.00","DSF0001085320"
5,"M970","THURGOOD MARSHALL ACADEMY - MANHATTAN","SCA Furniture & Equipment","FY25 RESO A MOBILE SCIENCE LAB","F&E","PNS","PNS","PNS","PNS","52000.00","52000.00","684.00","1.32","DSF0001112922"
2,"M971","THE SPRUCE STREET EDUCATIONAL CAMPUS - M","DOE - Skilled Trades","SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION","Construction","In-Progress","2024-06-24","DOES","","DOES","50832.00","0.00","0.00","DSF0001084649"
2,"M971","THE SPRUCE STREET EDUCATIONAL CAMPUS - M","DOE - RESOA","FY24 RESO A AUDITORIUM UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","75000.00","0.00","0.00","DSF0001086338"
6,"MBEQ","U.F.B.C.O.","SCA CIP","ACS EARLY LEARN LEASE IMPROVEMENT","Scope","Complete","2021-04-07","2021-07-07","2021-08-06","780.00","35446.00","35446.00","100.00","DSF0001008781"
6,"MBEQ","U.F.B.C.O.","SCA CIP","ACS EARLY LEARN LEASE IMPROVEMENT","CM,F&E","PNS","PNS","PNS","PNS","8389.00","10345.00","10345.00","100.00","DSF0001008781"
6,"MBEQ","U.F.B.C.O.","SCA CIP","ACS EARLY LEARN LEASE IMPROVEMENT","Construction","PNS","PNS","PNS","PNS","45263.00","45263.00","8830.00","19.51","DSF0001008781"
6,"MBEQ","U.F.B.C.O.","SCA CIP","ACS EARLY LEARN LEASE IMPROVEMENT","Design","PNS","PNS","PNS","PNS","3512.00","46452.00","41207.00","88.71","DSF0001008781"
3,"MQAE","HARLEM HEBREW LANGUAGE CHARTER SCHOOL","DIIT - RESOA","FY20 RESO A TECHNOLOGY UPGRADE","Purch & Install","In-Progress","2021-03-14","DIIR","","DIIR","50000.00","0.00","0.00","DSF0000913659"
3,"MQAE","HARLEM HEBREW LANGUAGE CHARTER SCHOOL","DIIT - RESOA","FY22 RESO A TECHNOLOGY UPGRADE","Purch & Install","In-Progress","2023-03-01","DIIR","","DIIR","99648.00","0.00","0.00","DSF0001033183"
30,"Q002","P.S. 2 - QUEENS","DOE - RESOA","FY20 RESO A SUPPLEMENTAL COOLING","Construction","In-Progress","2023-04-13","DOER","","DOER","377681.00","0.00","0.00","DSF0000913103"
30,"Q002","P.S. 2 - QUEENS","SCA IEH","PO18-ABATE AND REPAIR SUSPENDED CEILING TILES IN CAFETERIA","Construction","Complete","2024-02-27","IEH","2025-03-10","IEH","411.00","411.00","100.00","SCA0000072770"
30,"Q002","P.S. 2 - QUEENS","SCA CIP","FLOOD ELIMINATION / PARAPETS / ROOFS / EXTERIOR MASONRY","Scope","Complete","2024-06-12","2024-10-29","2024-09-27","126853.00","250060.00","250060.00","100.00","DSF0001098979, DSF0001098981, DSF0001113799, DSF0001126782"
30,"Q002","P.S. 2 - QUEENS","DIIT - RESOA","FY24 RESO A TECHNOLOGY UPGRADE","Purch & Install","Complete","2024-12-04","DIIR","2025-01-22","DIIR","103000.00","103000.00","100.00","DSF0001086339"
30,"Q002","P.S. 2 - QUEENS","SCA CIP","FLOOD ELIMINATION / PARAPETS / ROOFS / EXTERIOR MASONRY","Design","Complete","2024-12-10","2025-05-13","2025-04-10","586225.00","443296.00","442609.00","99.85","DSF0001098979, DSF0001098981, DSF0001113799, DSF0001126782"
30,"Q002","P.S. 2 - QUEENS","DOE - RESOA","FY20 RESO A GYMNASIUM UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","1085000.00","0.00","0.00","DSF0000913356"
30,"Q002","P.S. 2 - QUEENS","SCA CIP","FLOOD ELIMINATION / PARAPETS / ROOFS / EXTERIOR MASONRY","CM,F&E","PNS","PNS","PNS","PNS","994247.00","994247.00","53879.00","5.42","DSF0001098979, DSF0001098981, DSF0001113799, DSF0001126782"
30,"Q002","P.S. 2 - QUEENS","SCA CIP","FLOOD ELIMINATION / PARAPETS / ROOFS / EXTERIOR MASONRY","Construction","PNS","PNS","PNS","PNS","9244688.00","9450399.00","336254.00","3.56","DSF0001098979, DSF0001098981, DSF0001113799, DSF0001126782"
28,"Q003","P.S. 303 - QUEENS","DOE - RESOA","FY22 RESO A STEM LAB","Construction","PNS","PNS","PNS","PNS","DOER","351039.00","0.00","0.00","DSF0001033898"
28,"Q003","P.S. 303 - QUEENS","SCA Furniture & Equipment","FY25 RESO A MOBILE SCIENCE LABS","F&E","PNS","PNS","PNS","PNS","336000.00","336000.00","0.00","0.00","DSF0001112923"
24,"Q005","I.S. 5 - QUEENS","SCA CIP","PUBLIC ADDRESS SYSTEM / HVAC","Scope","Complete","2014-06-12","2014-09-11","2014-11-05","70650.00","61901.00","61901.00","100.00","DSF0000800040, DSF0000800039"
24,"Q005","I.S. 5 - QUEENS","SCA CIP","PUBLIC ADDRESS SYSTEM / HVAC","Design","Complete","2014-11-13","2015-04-17","2015-08-21","282600.00","799313.00","699669.00","87.53","DSF0000800040, DSF0000800039"
24,"Q005","I.S. 5 - QUEENS","SCA CIP","PUBLIC ADDRESS SYSTEM / HVAC","Construction","In-Progress","2016-01-19","2017-01-17","","5298750.00","6320949.00","4583105.00","72.51","DSF0000800040, DSF0000800039"
24,"Q005","I.S. 5 - QUEENS","SCA CIP","PUBLIC ADDRESS SYSTEM / HVAC","CM,F&E","In-Progress","2016-01-19","2017-01-17","","329700.00","644145.00","579156.00","89.91","DSF0000800040, DSF0000800039"
24,"Q005","I.S. 5 - QUEENS","SCA CIP","SMOKE PURGE SYSTEM","Scope","Complete","2019-03-14","2019-06-12","2019-11-27","3872.00","18842.00","18842.00","100.00","DSF0000912288"
24,"Q005","I.S. 5 - QUEENS","SCA CIP","SMOKE PURGE SYSTEM","Design","Complete","2020-01-06","2020-02-06","2020-01-15","17426.00","88325.00","88325.00","100.00","DSF0000912288"
24,"Q005","I.S. 5 - QUEENS","SCA CIP RESOA","FY23 RESO A PLAYGROUND UPGRADE","Scope","Complete","2023-02-15","2023-05-16","2023-04-28","0.00","53746.00","53746.00","100.00","DSF0001035791"
24,"Q005","I.S. 5 - QUEENS","SCA CIP RESOA","FY23 RESO A PLAYGROUND UPGRADE","Design","Complete","2023-05-01","2023-09-15","2023-09-22","31015.00","63722.00","48310.00","75.81","DSF0001035791"
24,"Q005","Q009 SPED - QUEENS","DIIT - RESOA","FY24 RESO A TECHNOLOGY UPGRADE","Purch & Install","Complete","2024-05-02","DIIR","2025-02-27","DIIR","113000.00","113000.00","100.00","DSF0001086342"
24,"Q005","I.S. 5 - QUEENS","SCA CIP","FLOOD ELIMINATION","Scope","Complete","2024-08-12","2024-12-30","2024-12-16","27212.00","27212.00","9968.00","36.63","DSF0001126801"
24,"Q005","I.S. 5 - QUEENS","SCA CIP","ROOFS / EXTERIOR MASONRY / EMERGENCY GENERATOR","Scope","Complete","2024-08-12","2024-12-30","2024-12-16","112785.00","131957.00","118910.00","90.11","DSF0001071294, DSF0001126804, DSF0001126805"
24,"Q005","I.S. 5 - QUEENS","SCA CIP RESOA","FY23 RESO A PLAYGROUND UPGRADE","CM,F&E","Complete","2024-08-26","2025-06-21","2025-05-09","31015.00","45180.00","44396.00","98.26","DSF0001035791"
24,"Q005","I.S. 5 - QUEENS","SCA CIP RESOA","FY23 RESO A PLAYGROUND UPGRADE","Construction","Complete","2024-08-26","2025-06-21","2025-05-09","454881.00","395725.00","289800.00","73.23","DSF0001035791"
24,"Q005","I.S. 5 - QUEENS","SCA CIP RESOA","FY25 RESO A IPDVS CAMERA INSTALLATION","Scope","Complete","2025-01-02","2025-05-02","2025-01-09","0.00","2341.00","2341.00","100.00","DSF0001112925"
24,"Q005","I.S. 5 - QUEENS","SCA CIP RESOA","FY25 RESO A IPDVS CAMERA INSTALLATION","Design","Complete","2025-01-09","2025-07-08","2025-04-15","39000.00","9363.00","9363.00","100.00","DSF0001112925"
24,"Q005","I.S. 5 - QUEENS","SCA CIP","FLOOD ELIMINATION","Design","Complete","2025-01-09","2025-06-11","2025-04-15","3757.00","3757.00","3757.00","100.00","DSF0001126801"
24,"Q005","I.S. 5 - QUEENS","SCA CIP","ROOFS / EXTERIOR MASONRY / EMERGENCY GENERATOR","Design","Complete","2025-01-09","2025-06-11","2025-04-15","510772.00","326592.00","326592.00","100.00","DSF0001071294, DSF0001126804, DSF0001126805"
24,"Q005","I.S. 5 - QUEENS","DIIT - RESOA","FY25 RESO A TECHNOLOGY UPGRADE","Purch & Install","Complete","2025-03-31","DIIR","2025-05-30","DIIR","50000.00","50000.00","100.00","DSF0001112924"
24,"Q005","I.S. 5 - QUEENS","SCA CIP RESOA","FY25 RESO A IPDVS CAMERA INSTALLATION","CM,F&E","In-Progress","2025-06-23","2026-04-18","","39000.00","21307.00","2637.00","12.38","DSF0001112925"
24,"Q005","I.S. 5 - QUEENS","SCA CIP RESOA","FY25 RESO A IPDVS CAMERA INSTALLATION","Construction","In-Progress","2025-06-23","2026-04-18","","572000.00","242897.00","427.00","0.18","DSF0001112925"
24,"Q005","I.S. 5 - QUEENS","DOE - RESOA","FY20 RESO A ROOM CONVERSION","Construction","PNS","PNS","PNS","PNS","DOER","193236.00","0.00","0.00","DSF0000913358"
24,"Q005","I.S. 5 - QUEENS","DOE - RESOA","FY24 RESO A CAFETERIA UPGRADE","Construction","PNS","PNS","PNS","PNS","DOER","63000.00","0.00","0.00","DSF0001086340"
24,"Q005","I.S. 5 - QUEENS","SCA CIP","FLOOD ELIMINATION","CM,F&E","PNS","PNS","PNS","PNS","1173.00","1173.00","1058.00","90.20","DSF0001126801"
24,"Q005","I.S. 5 - QUEENS","SCA CIP","SMOKE PURGE SYSTEM","CM,F&E","PNS","PNS","PNS","PNS","41628.00","41628.00","11470.00","27.55","DSF0000912288"
24,"Q005","I.S. 5 - QUEENS","SCA CIP","ROOFS / EXTERIOR MASONRY / EMERGENCY GENERATOR","CM,F&E","PNS","PNS","PNS","PNS","1000228.00","1000228.00","78518.00","7.85","DSF0001071294, DSF0001126804, DSF0001126805"
24,"Q005","I.S. 5 - QUEENS","SCA CIP","SMOKE PURGE SYSTEM","Construction","PNS","PNS","PNS","PNS","224597.00","224597.00","183.00","0.08","DSF0000912288"
24,"Q005","I.S. 5 - QUEENS","SCA CIP","FLOOD ELIMINATION","Construction","PNS","PNS","PNS","PNS","169.00","169.00","169.00","100.00","DSF0001126801"
24,"Q005","I.S. 5 - QUEENS","SCA CIP","ROOFS / EXTERIOR MASONRY / EMERGENCY GENERATOR","Construction","PNS","PNS","PNS","PNS","7960987.00","7960987.00","931.00","0.01","DSF0001071294, DSF0001126804, DSF0001126805"
24,"Q007","P.S. 7 - QUEENS","SCA CIP","TCU REMOVAL/PLAYGROUND REDEVELOPMENT","Scope","Complete","2021-10-29","2022-02-02","2022-07-15","27650.00","42285.00","42285.00","100.00","DSF0001034184"
24,"Q007","P.S. 7 - QUEENS","SCA CIP","TCU REMOVAL/PLAYGROUND REDEVELOPMENT","Design","Complete","2022-07-18","2022-12-02","2023-04-12","138250.00","101357.00","101357.00","100.00","DSF0001034184"
24,"Q007","P.S. 7 - QUEENS","SCA CIP","ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS","Scope","Complete","2023-06-01","2023-11-30","2023-11-15","129040.00","171990.00","159332.00","92.64","DSF0001071320, DSF0001111840, DSF0001111839, DSF0001111838"
24,"Q007","P.S. 7 - QUEENS","SCA CIP","TCU REMOVAL/PLAYGROUND REDEVELOPMENT","CM,F&E","In-Progress","2023-10-10","2024-10-08","","193550.00","145281.00","114434.00","78.77","DSF0001034184"
24,"Q007","P.S. 7 - QUEENS","SCA CIP","TCU REMOVAL/PLAYGROUND REDEVELOPMENT","Construction","In-Progress","2023-10-10","2024-10-08","","3110625.00","2821193.00","1324558.00","46.95","DSF0001034184"
24,"Q007","P.S. 7 - QUEENS","SCA CIP","ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS","Design","Complete","2023-12-20","2024-05-22","2024-04-04","645201.00","237513.00","237513.00","100.00","DSF0001071320, DSF0001111840, DSF0001111839, DSF0001111838"
24,"Q007","P.S. 7 - QUEENS","DOE - Skilled Trades","SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION","Construction","Complete","2024-04-03","DOES","2024-12-23","DOES","50832.00","0.00","0.00","DSF0001084261"
24,"Q007","P.S. 7 - QUEENS","SCA CIP","ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS","CM,F&E","PNS","PNS","PNS","PNS","903280.00","903280.00","24194.00","2.68","DSF0001071320, DSF0001111840, DSF0001111839, DSF0001111838"
